Equipa:Boavista FC,1903-08-01
Medio:Paulinho,63,26,3,81,74,54,63,47,46,41,56,58,51,51,76,80,80,13,8,10,
Defesa:Breno,19,27,71,2,31,56,71,58,28,54,51,48,54,31,33,79,80,72,13,6,6
Medio:Y. Ackah,20,28,69,3,63,67,67,37,43,63,56,41,49,64,43,80,66,73,75,82,79
Medio:Tomás Reymão,20,29,73,3,57,70,63,40,80,54,56,15,50,19,29,67,79,81,77,15,11
Equipa:CD Aves,1930-11-12
Medio:Cláudio Falcão,24,1,79,3,67,78,83,89,69,66,75,58,52,43,67,69,54,48,42,12,10
ST:Kahraba,25,2,77,4,78,67,66,73,70,74,69,58,48,37,40,60,60,63,66,10,8
Guarda-Redes:Q. Beunardeau,25,3,76,1,47,71,27,58,14,29,15,86,70,51,45,23,12,12,10,9,5
Defesa:Afonso Figueiredo,26,4,74,3,74,75,75,52,34,74,72,60,59,61,45,72,68,71,67,6,8
ST:M. Mohammadi,25,5,73,5,86,77,71,70,76,45,65,41,59,55,46,64,67,66,11,6,6
Medio:E. Zidane,24,6,75,1,75,62,71,67,31,63,59,59,60,63,52,55,70,33,26,21,6
Medio:Rúben Oliveira,24,7,75,3,84,70,64,52,41,60,66,20,30,24,41,64,66,68,10,9,10
Lateral:M. Miloš,26,8,71,3,63,59,78,65,61,68,65,42,43,41,44,66,68,66,12,7,9
Medio:Rúben Macedo,23,9,74,3,85,70,70,66,52,67,46,24,54,57,52,67,67,65,65,5,11
Defesa:Bruninho,25,10,71,2,66,60,73,38,54,58,58,4,45,15,37,67,67,65,10,6,14
Defesa:A. Mehremić,27,11,69,2,26,57,62,87,27,72,57,54,58,70,45,20,16,16,66,68,60
ST:Welinton Júnior,26,12,67,3,79,72,64,65,42,61,29,38,67,74,63,57,58,61,60,7,9
Medio:Estrela,23,13,76,2,80,72,81,83,65,43,82,74,64,65,65,53,60,65,62,13,14
ST:Erik,24,14,73,3,65,76,61,35,62,53,13,22,14,45,27,48,55,61,62,58,11
Defesa:A. Šimunec,24,15,69,2,49,71,61,81,28,56,62,73,72,36,47,55,58,63,63,10,11
Guarda-Redes:Fábio,29,16,67,1,44,51,30,73,20,25,22,60,60,47,70,64,10,20,17,81,75
ST:Miguel Tavares,20,17,75,3,64,52,62,30,48,46,18,75,50,60,38,77,75,82,30,31,18
Guarda-Redes:Raphael Aflalo,22,18,73,1,50,32,31,66,9,23,7,65,49,62,61,78,78,75,9,11,16
Defesa:A. Dźwigała,23,19,71,2,56,77,74,72,49,64,61,62,56,51,69,45,36,72,79,76,78
ST:Ricardo Rodrigues,24,20,69,3,66,81,51,50,62,46,24,77,59,67,54,65,78,57,62,61,8
ST:Peu,26,21,66,4,69,73,58,58,65,52,41,69,58,68,68,66,84,70,69,63,16
Defesa:Bruno Jesus,22,22,71,2,40,70,61,71,26,67,58,70,90,65,42,44,29,23,15,16,14
Medio:A. Yamga,22,23,70,3,53,61,45,51,74,53,30,65,67,56,65,76,29,34,31,10,7
Defesa:Ricardo Mangas,21,24,72,2,31,60,64,36,33,59,54,63,49,50,46,46,52,38,8,6,11
Medio:Bruno Xavier,22,25,67,3,66,54,55,64,49,44,24,35,36,38,52,78,66,75,70,11,15
Equipa:CD Tondela,1933-06-06
Guarda-Redes:Cláudio Ramos,27,1,80,1,75,65,49,76,44,77,16,29,33,32,53,65,28,17,12,8,13
ST:Xavier,26,2,73,3,76,76,74,71,50,79,60,74,57,49,65,68,58,73,75,8,8
Defesa:J. Murillo,23,3,81,1,93,93,72,91,74,69,73,26,56,35,38,15,17,18,72,73,71
ST:Denilson,23,4,76,3,57,66,64,75,68,55,68,35,51,52,51,68,41,49,42,11,10
Defesa:Philipe Sampaio,24,5,73,2,48,62,70,90,35,71,67,29,26,31,37,62,72,70,13,16,11
Defesa:Yohan Tavares,31,6,69,2,47,61,72,76,40,72,69,28,52,57,42,15,13,12,70,66,71
Defesa:Filipe Ferreira,28,7,69,3,66,73,72,61,51,65,68,55,42,53,42,66,65,68,70,15,12
Medio:Jaquité,23,8,76,2,61,85,85,44,54,83,68,30,42,59,55,55,35,25,31,6,12
Defesa:João Vigário,23,9,72,3,64,70,67,75,66,72,70,36,35,36,41,63,70,68,11,16,7
ST:R. Castillo,27,10,68,2,63,69,58,65,65,45,12,6,19,16,21,53,64,69,70,14,7
Medio:Bruno Monteiro,34,11,67,3,72,74,72,73,62,62,74,4,35,11,24,59,59,63,66,70,12
Defesa:Ricardo Alves,28,12,67,2,49,91,62,74,40,69,63,65,68,64,59,59,50,65,51,8,15
Medio:Pepelu,20,13,80,3,61,60,42,63,59,65,48,12,61,72,63,66,43,36,36,7,7
ST:Richard Rodrigues,19,14,78,3,71,54,59,49,64,46,28,68,52,62,74,64,55,70,64,15,11
Lateral:F. Moufi,23,15,74,2,59,74,67,70,42,74,61,26,43,41,57,15,14,20,62,66,57
Defesa:Bruno Wilson,22,16,74,2,46,65,61,79,26,66,63,13,65,56,66,55,61,63,13,9,9
ST:T. Štrkalj,22,17,73,2,74,72,45,66,65,29,15,23,10,38,43,61,45,27,27,8,12
Lateral:Manu Sánchez,23,18,71,2,31,61,59,58,31,66,59,15,68,58,74,20,14,11,56,55,53
Defesa:Pité,24,19,70,2,51,77,63,65,72,47,65,68,40,58,52,40,72,75,66,68,30
Medio:João Pedro,26,20,69,3,72,78,73,74,62,68,73,4,46,21,46,65,35,39,41,10,12
Guarda-Redes:Pedro Silva,22,21,77,1,44,64,19,53,5,28,8,68,64,57,56,76,69,62,66,69,66
Guarda-Redes:Diogo Silva,26,22,67,1,47,52,22,47,6,18,13,60,68,55,50,53,20,13,12,67,74
Defesa:João Reis,27,23,64,2,78,48,69,66,61,40,58,26,27,31,48,46,59,70,72,67,15
ST:J. Toro,22,24,72,1,59,76,70,53,51,55,50,55,64,56,48,71,74,71,12,15,6
Defesa:Jota Gonçalves,19,25,71,2,47,71,61,67,25,63,56,66,57,41,50,65,65,75,63,15,8
Medio:Pedro Augusto,22,26,69,2,57,74,53,60,40,57,54,64,55,67,61,65,67,65,13,15,13
ST:Rúben Fonseca,19,27,75,2,62,61,61,68,53,54,20,65,57,38,59,65,72,69,15,6,8
Equipa:Clube Sport Marítimo,1910-09-20
Defesa:Zainadine,31,1,75,2,68,93,75,72,59,84,74,60,66,52,60,67,75,70,13,12,11
Guarda-Redes:Charles,25,2,77,1,47,62,30,52,18,25,20,72,58,71,62,72,73,79,27,32,47
Guarda-Redes:A. Abedzadeh,26,3,75,1,48,55,21,60,11,26,14,68,54,65,62,17,13,12,70,69,63
Lateral:Gebeto,29,4,72,3,58,79,81,51,38,67,70,47,59,66,60,53,64,41,45,47,9
Medio:J. Correa,26,5,72,1,71,81,80,55,78,60,70,65,54,64,58,9,10,13,56,54,56
Medio:Edgar Costa,32,6,71,3,70,81,68,70,69,73,74,57,42,45,56,32,44,35,16,9,8
ST:L. Barrera,28,7,71,3,68,74,60,72,60,71,62,67,50,43,42,38,27,13,6,6,12
Medio:Jhon Cley,25,8,74,3,67,82,65,65,71,72,62,16,44,14,49,66,62,64,62,8,12
Medio:J. Vuković,27,9,72,3,67,58,63,60,76,70,59,34,36,40,58,57,54,59,61,14,16
Medio:Fabrício Baiano,27,10,71,3,76,79,86,78,71,47,83,48,55,40,44,66,58,62,59,13,13
Defesa:Rúben Ferreira,29,11,69,3,74,72,70,60,67,80,67,53,52,52,55,13,13,15,62,60,58
Defesa:Douglas Grolli,29,12,69,2,66,61,67,82,56,80,67,55,69,78,72,60,63,60,8,15,13
ST:Rodrigo Pinho,28,13,69,3,76,70,63,70,70,36,19,81,75,73,66,66,54,58,62,14,14
Defesa:Fábio China,26,14,69,3,58,63,73,60,30,62,68,77,63,68,51,57,57,63,61,15,16
Lateral:Nanu,25,15,73,3,60,77,80,56,40,64,65,67,67,72,53,17,20,14,10,13,12
Defesa:Lucas Áfrico,24,16,70,2,38,62,67,60,80,34,87,73,66,77,76,61,56,60,57,14,8
ST:Getterson,28,17,68,4,70,72,76,72,75,60,71,15,20,25,52,62,53,56,58,10,10
ST:D. Maeda,21,18,75,3,72,63,72,80,56,54,45,71,59,74,65,55,59,58,12,6,11
Medio:F. Bambock,24,19,71,2,71,71,76,80,52,80,64,54,63,58,64,50,25,28,26,10,12
Medio:Renê Santos,27,20,69,2,66,62,74,74,79,38,76,52,60,47,56,46,58,54,52,15,7
Medio:Pedro Pelágio,19,21,77,3,68,70,71,69,59,61,56,74,56,61,37,43,45,55,45,43,5
Defesa:D. Kerkez,23,22,74,2,40,48,58,76,25,72,64,32,35,48,57,32,21,20,8,9,7
ST:Ruan Teles,21,23,72,3,70,62,57,45,65,43,23,34,43,47,55,46,49,48,8,10,6
Medio:Erivaldo,25,24,67,3,70,68,51,50,55,56,33,48,39,68,70,33,17,15,6,7,7
ST:L. Nequecaur,26,25,65,2,74,32,62,90,65,36,26,69,39,63,72,48,47,45,6,6,12
ST:Marcelinho,22,26,69,3,57,59,59,51,52,31,12,25,61,64,55,10,13,12,57,55,53
ST:Leandro Cardoso,20,27,75,3,60,59,57,58,59,40,18,52,43,65,63,50,58,53,11,9,13
Guarda-Redes:Pedro Mateus,22,28,70,1,41,52,23,61,9,20,9,32,37,39,55,8,11,11,52,50,47
Medio:André Teles,22,29,72,2,63,72,60,62,35,65,57,67,58,67,63,36,52,53,52,10,7
Equipa:Famalicão,1931-08-21
ST:Fábio Martins,25,1,75,4,75,85,74,77,80,74,63,62,65,56,60,50,63,58,49,40,6
Medio:U. Račić,21,2,80,4,52,74,65,71,73,74,69,27,64,61,55,18,14,14,59,54,63
ST:Diogo Gonçalves,22,3,78,3,77,70,73,65,72,58,31,30,39,40,57,48,38,15,13,13,8
Medio:Rúben Lameiras,24,4,77,1,90,74,80,73,66,67,57,66,47,50,40,46,44,48,13,16,16
Defesa:N. Pérez,19,5,79,2,42,69,41,63,16,72,71,52,59,40,51,11,13,12,15,14,14
Guarda-Redes:Rafael Defendi,35,6,70,1,52,59,27,70,14,26,25,56,50,53,55,58,50,51,5,15,14
Medio:Guga Rodrigues,21,7,76,1,75,84,73,75,79,45,63,56,54,48,54,44,52,51,9,11,7
ST:Walterson,24,8,73,2,75,54,71,73,66,55,23,53,51,45,49,6,13,11,56,50,58
Lateral:Lionn,30,9,69,3,73,67,75,69,54,77,69,48,61,42,59,15,14,15,7,5,5
Medio:Gustavo Assunção,19,10,81,3,66,66,63,78,63,55,70,17,22,21,35,13,15,12,54,52,57
ST:Toni Martínez,22,11,76,3,76,65,54,72,62,60,23,23,33,39,50,64,64,62,8,7,8
Defesa:Patrick William,22,12,76,2,49,84,87,63,77,70,69,52,36,30,37,64,67,63,6,10,10
ST:Anderson Oliveira,21,13,77,2,67,62,52,75,60,45,20,25,33,37,55,63,62,24,25,20,6
Medio:L. Ofori,21,14,75,3,69,47,74,61,53,54,58,42,32,35,43,61,62,33,45,42,9
Medio:Pedro Gonçalves,21,15,79,3,63,78,72,43,66,31,61,51,47,34,54,67,58,60,58,59,50
Guarda-Redes:Gabriel Souza,22,16,72,1,54,50,21,68,10,31,9,18,14,42,20,67,62,33,36,34,11
Defesa:Hugo Gomes,24,17,70,2,45,72,61,78,24,61,60,51,63,43,68,57,67,62,61,12,13
ST:N. Schiappacasse,20,18,79,3,64,63,39,39,69,64,35,83,61,49,52,66,65,61,9,10,12
Guarda-Redes:Vitor Caetano,20,19,73,1,50,38,28,57,5,21,6,64,63,42,64,64,58,57,13,11,11
Defesa:Riccieli,20,20,73,2,55,89,57,74,27,74,66,65,48,57,47,56,55,57,57,54,15
Medio:T. Phete,25,21,68,3,45,52,60,67,80,41,70,62,67,40,65,32,13,19,7,5,12
Defesa:Álex Centelles,19,22,77,3,58,64,65,67,42,59,59,69,62,51,69,12,11,16,65,62,62
Defesa:J. Tymon,20,23,76,2,59,68,67,66,52,65,59,68,59,65,66,57,62,59,15,9,9
Lateral:F. Konaté,18,24,74,2,64,77,64,53,37,57,65,64,62,45,58,61,60,59,58,15,10
Equipa:FC Paços de Ferreira,1950-04-05
Medio:Pedrinho,26,1,75,1,78,79,70,82,78,82,77,66,68,65,69,30,17,13,5,11,7
ST:Murilo,23,2,78,2,75,77,59,66,59,62,63,70,68,66,58,46,60,62,60,11,8
Defesa:Marco Baixinho,29,3,70,2,66,73,69,81,28,72,71,67,64,66,65,40,60,59,55,12,14
ST:Douglas Tanque,25,4,71,2,76,51,61,93,66,53,19,63,24,55,44,12,12,13,61,58,53
Lateral:Bruno Santos,26,5,71,3,63,34,71,76,71,28,79,60,66,63,67,58,60,58,14,14,7
Guarda-Redes:Ricardo Ribeiro,29,6,70,1,47,75,40,55,16,19,27,35,40,42,62,13,10,12,13,10,10
Medio:Luíz Carlos,33,7,69,3,77,69,88,74,64,63,79,51,56,68,46,45,43,41,10,13,12
ST:Getúlio,22,8,77,3,59,77,69,66,59,68,56,60,31,35,59,34,40,58,50,14,9
Defesa:Hélder Ferreira,22,9,73,3,68,72,67,49,57,68,45,26,28,38,40,7,12,7,52,51,53
Defesa:Maracás,25,10,72,2,48,83,66,64,20,68,69,38,35,30,36,46,47,54,10,10,10
Medio:André Leão,34,11,68,3,60,64,66,36,70,59,75,69,68,34,78,57,13,8,9,67,66
Defesa:Bruno Teles,33,12,68,3,78,75,69,74,68,68,66,88,64,62,68,69,64,66,7,10,14
Medio:Vasco Rocha,30,13,68,3,69,70,62,74,67,65,59,82,78,66,70,20,21,21,13,13,15
Defesa:Yago,22,14,78,4,84,60,76,60,46,56,43,75,66,62,73,56,63,55,28,25,27
ST:Bernardo Martins,21,15,76,3,71,70,55,59,62,56,43,10,65,23,68,52,61,70,69,7,7
Guarda-Redes:Simão Bertelli,25,16,70,1,46,41,17,62,5,21,9,71,60,60,45,68,55,24,32,16,12
Medio:Rafael Gava,26,17,68,2,66,59,51,66,62,52,30,16,49,17,56,59,65,64,64,8,12
Defesa:André Micael,30,18,66,2,42,70,49,78,28,69,66,68,67,40,60,46,34,54,51,15,8
ST:Nathan Júnior,30,19,66,3,68,63,66,74,60,55,24,69,67,61,45,62,66,62,12,9,13
Defesa:Zé Uilton,26,20,66,3,75,53,59,66,44,53,25,38,62,37,70,48,64,31,63,48,8
Medio:M. Diaby,22,21,72,2,30,51,33,70,75,52,69,69,60,62,64,61,63,60,8,14,12
Guarda-Redes:Marco,24,22,71,1,44,74,33,47,10,22,16,49,43,46,54,48,63,67,65,7,15
ST:R. Dadashov,20,23,77,3,70,76,48,70,58,49,21,52,66,68,44,22,22,19,8,10,13
Defesa:O. Reabciuk,21,24,74,3,29,61,59,59,29,64,64,67,66,66,56,17,14,11,11,12,10
ST:P. Ayongo,22,25,71,2,62,67,82,51,56,30,12,30,48,32,61,44,63,65,63,14,14
Lateral:Jorge Silva,23,26,69,2,49,57,64,62,40,64,60,56,65,72,51,58,60,63,61,8,7
ST:Diogo ASTeida,18,27,73,2,60,63,60,62,54,28,11,63,69,62,52,47,56,64,59,15,10
Medio:A. Ibrahim,21,28,71,2,71,57,67,68,43,41,69,25,61,60,51,48,42,56,54,11,10
Equipa:FC Porto,1893-09-28
Defesa:Alex Telles,26,1,86,3,73,83,70,80,80,91,68,60,66,58,38,53,49,49,19,29,21
Defesa:Pepe,36,2,84,2,48,63,88,82,83,56,92,64,57,66,65,45,61,51,54,6,14
Guarda-Redes:Casillas,38,3,83,1,46,46,77,41,70,13,23,63,64,47,62,60,67,62,11,12,14
Medio:Danilo Pereira,27,4,83,3,60,74,62,82,89,63,83,15,58,20,63,57,63,64,12,14,12
Medio:J. Corona,26,5,82,5,91,80,87,66,72,74,39,54,51,52,49,16,10,13,60,65,56
ST:M. Marega,28,6,80,3,50,84,75,93,90,72,89,13,56,48,50,60,61,59,7,7,9
Medio:Otávio,24,7,84,1,74,86,79,81,73,45,69,11,30,12,33,7,11,13,58,58,59
ST:S. Nakajima,24,8,84,4,93,87,94,83,94,76,70,44,43,56,44,46,21,28,25,11,6
Defesa:Marcano,32,9,79,2,65,90,68,75,42,81,77,21,22,21,39,58,60,56,9,8,15
ST:Zé Luís,28,10,79,4,64,80,61,79,92,68,83,56,13,74,65,38,53,50,10,14,13
ST:Soares,28,11,79,3,77,78,78,78,68,90,40,10,55,16,35,45,52,53,9,8,6
Lateral:R. Saravia,26,12,81,3,73,51,83,92,70,37,84,71,62,43,68,38,51,56,58,11,10
Medio:Sérgio Oliveira,27,13,79,3,67,87,56,67,65,87,72,42,71,37,21,54,72,75,63,13,14
ST:V. Aboubakar,27,14,79,4,80,75,69,85,73,76,33,79,48,69,58,70,71,70,8,8,7
Guarda-Redes:A. Marchesín,31,15,78,1,60,56,75,38,59,12,45,71,59,68,57,53,64,69,64,63,10
Defesa:Y. Osorio,25,16,82,2,40,73,71,88,30,88,73,37,68,52,53,67,69,69,6,9,9
Medio:M. Uribe,28,17,76,4,69,75,75,92,75,71,72,29,29,39,59,25,20,20,12,14,13
ST:L. Díaz,22,18,86,4,66,64,72,76,66,63,59,40,35,45,61,65,53,51,70,52,31
Medio:M. Waris,27,19,75,4,83,75,92,66,62,72,72,66,54,57,48,68,40,48,50,7,16
Medio:M. Loum,22,20,83,2,73,49,78,73,77,81,63,76,67,55,53,51,5,17,14,67,64
Defesa:Wilson Manafá,24,21,78,4,80,66,63,83,55,54,72,60,34,56,72,25,25,16,6,9,13
Defesa:C. Mbemba,24,22,76,2,63,79,89,46,77,42,77,39,38,37,57,60,60,66,31,46,29
Defesa:Diogo Leite,20,23,83,2,59,69,67,71,38,72,75,18,45,55,62,59,61,64,64,8,7
Medio:Romário Baró,19,24,84,4,71,72,56,48,60,68,48,69,61,67,53,62,64,53,55,50,23
Guarda-Redes:Diogo Costa,19,25,83,1,44,53,23,62,9,23,18,10,67,62,67,66,64,60,58,11,8
ST:Fábio Silva,16,26,85,2,68,72,58,70,64,54,17,62,66,58,52,69,60,63,60,9,12
Defesa:Diogo Queirós,20,27,84,2,55,79,43,66,16,76,66,55,68,42,63,12,19,14,69,65,66
Medio:Bruno Costa,22,28,76,3,74,46,67,56,66,64,45,48,51,42,57,62,67,70,70,10,11
Lateral:Tomás Esteves,17,29,79,2,29,57,58,68,29,63,62,56,51,64,65,64,62,60,9,13,6
Guarda-Redes:M. Mbaye,21,30,70,1,41,40,19,61,7,22,16,60,62,50,51,56,56,61,56,7,6
Equipa:Gil Vicente FC,1924-05-03
Defesa:Lourency,23,1,78,4,74,80,80,60,77,62,65,10,32,23,13,69,65,64,24,15,21
Guarda-Redes:Denis,32,2,71,1,53,73,25,72,18,23,22,59,75,62,31,71,59,62,65,68,15
Defesa:Rúben Fernandes,33,3,70,3,55,65,77,66,75,51,76,80,81,70,73,66,70,68,63,8,13
Medio:Soares,30,4,70,3,65,62,75,87,73,68,82,84,63,78,75,17,19,18,66,65,74
Defesa:E. Banguera,22,5,73,3,62,65,82,76,70,30,75,76,72,74,69,43,69,34,40,39,12
Medio:João Afonso,24,6,76,3,60,59,73,78,68,49,69,19,82,60,72,57,68,69,65,7,6
Lateral:Alex Pinto,20,7,75,2,54,70,76,77,52,79,69,82,58,34,77,71,70,66,62,9,11
Medio:Claude Gonçalves,25,8,71,1,65,75,56,81,75,64,43,69,70,78,67,59,68,65,62,8,13
ST:Z. Naidji,24,9,70,2,74,62,70,56,59,36,31,77,21,51,24,58,28,12,15,8,15
ST:Sandro Lima,28,10,67,2,76,66,69,73,47,73,25,61,75,64,51,29,23,24,9,11,11
Defesa:Samuel Dias,19,11,74,3,78,78,45,63,40,65,53,74,76,64,76,38,66,71,65,62,6
Defesa:Rodrigão,23,12,73,2,49,71,61,89,22,65,62,25,35,56,70,32,16,19,13,6,12
ST:B. Mladenovic,23,13,71,2,75,48,67,62,52,46,31,78,68,62,74,69,64,64,11,8,15
Defesa:Arthur Henrique,25,14,67,3,72,68,64,65,58,35,59,53,72,73,29,11,13,19,68,61,61
ST:Erick,21,15,77,2,76,67,37,64,40,45,30,74,67,59,44,64,66,62,12,8,8
Guarda-Redes:Wellington,24,16,73,1,44,68,26,42,11,21,14,72,66,63,41,57,67,69,65,8,7
Defesa:Henrique Gomes,23,17,72,2,26,63,78,63,30,70,53,78,70,66,68,54,64,61,56,8,7
Medio:B. Kraev,22,18,71,1,61,64,67,55,63,64,63,60,60,62,77,55,59,22,42,39,10
Defesa:Ygor Nogueira,24,19,67,2,59,71,68,77,23,66,55,76,37,70,65,64,69,66,9,9,10
Guarda-Redes:Bruno,25,20,66,1,55,56,32,74,12,24,19,64,61,34,65,39,54,30,33,33,13
Medio:Leo Cordeiro,23,21,71,3,78,75,59,58,53,54,57,40,48,44,67,12,19,14,8,9,8
Lateral:Kellyton,24,22,70,3,64,66,62,76,74,28,78,70,64,59,50,66,65,63,11,5,13
Medio:A. Isaiah,23,23,69,2,74,55,77,56,51,55,42,71,52,66,72,52,24,39,36,10,12
Medio:Márcio Meira,25,24,67,3,87,73,58,74,37,48,58,11,11,23,37,49,65,59,11,9,12
Guarda-Redes:Brian Araújo,19,25,73,1,40,54,19,67,12,22,15,61,30,16,62,49,57,50,54,7,11
Medio:J. Ruiz,19,26,71,2,73,64,72,51,56,58,43,25,40,45,52,57,38,31,30,15,14
Equipa:Moreirense FC,1938-11-01
Lateral:João Aurélio,30,1,75,3,73,68,80,72,67,77,74,75,77,24,75,79,80,80,6,9,15
ST:Pedro Nuno,24,2,80,1,76,74,79,67,75,48,73,68,63,62,66,78,86,76,87,75,74
Medio:Fábio Pacheco,31,3,74,3,74,70,69,82,77,68,64,70,50,48,47,63,75,78,84,83,12
Defesa:R. Halliche,32,4,74,2,59,76,52,78,39,81,73,68,70,63,69,48,39,79,81,70,84
Defesa:Iago,27,5,76,2,45,74,64,84,23,76,68,67,61,65,52,85,85,82,7,15,11
Defesa:L. Singh,21,6,79,4,72,93,73,46,66,34,64,66,55,36,73,45,79,82,84,83,12
Defesa:L. Rosić,26,7,75,2,41,65,46,85,25,77,70,77,70,46,69,77,78,81,53,23,19
Defesa:Djavan,31,8,72,3,61,75,72,83,76,43,71,72,59,64,69,50,79,77,79,80,7
Lateral:A. DADefesaerto,24,9,76,2,71,48,77,71,65,35,65,12,57,43,57,78,55,67,71,74,73
ST:D. Texeira,28,10,71,3,74,80,64,73,66,67,25,64,62,68,64,76,78,79,75,15,11
Medio:Alex Soares,28,11,71,3,72,62,77,60,74,71,60,67,65,58,65,15,18,19,77,76,84
Defesa:B. Aouacheria,25,12,73,3,71,63,77,36,76,70,58,64,54,66,67,48,78,56,58,47,8
ST:Nenê,35,13,70,2,74,90,47,76,67,80,20,11,54,21,47,72,57,63,57,16,8
Guarda-Redes:Pedro Trigueira,31,14,70,1,54,65,36,67,20,37,18,60,59,52,42,10,15,20,71,70,69
Medio:I. Medioará,20,15,79,2,64,70,61,75,48,73,73,39,32,49,57,66,66,62,11,9,12
Medio:Sori Mané,23,16,78,2,53,71,62,81,78,36,79,62,48,50,37,60,65,68,66,10,5
ST:P. Rodríguez,29,17,69,4,64,82,65,72,65,34,60,35,60,49,59,55,65,47,44,39,6
Guarda-Redes:Mateus Pasinato,27,18,69,1,53,33,24,60,6,28,7,58,42,59,57,22,25,19,6,6,15
ST:Fábio Abreu,26,19,69,3,64,72,70,63,71,63,34,24,27,40,44,61,62,60,12,7,7
Defesa:Abdu Conté,21,20,79,3,70,70,73,76,35,72,63,57,42,53,43,58,48,29,33,29,10
Medio:Filipe Soares,20,21,75,3,67,77,54,74,65,59,45,52,21,33,34,16,12,11,60,59,56
Medio:Luiz Henrique,22,22,73,3,84,71,51,68,46,46,40,55,47,44,49,53,55,57,7,7,13
ST:Luís Machado,26,23,68,2,90,74,60,73,32,66,61,47,46,36,38,11,21,17,56,54,56
Defesa:Steven Vitória,32,24,65,2,74,29,53,92,59,76,61,5,36,10,25,29,68,25,21,13,90
Guarda-Redes:Nuno Macedo,20,25,73,1,55,41,51,72,27,43,6,33,32,39,62,89,82,78,64,83,88
ST:Lucas Rodrigues,19,26,72,3,66,69,50,65,52,30,20,57,57,68,48,42,82,73,81,79,34
Equipa:Os Belenenses,1919-09-23
Defesa:Nuno Coelho,31,1,74,3,67,58,81,71,68,52,81,36,62,51,54,24,17,20,9,8,8
Defesa:Gonçalo Silva,28,2,74,2,48,75,86,73,29,78,73,30,44,39,51,63,62,64,60,6,14
ST:Licá,30,3,73,1,76,76,65,75,72,74,67,60,50,44,64,53,45,40,32,11,7
Medio:André Santos,30,4,72,3,67,81,71,73,65,72,62,49,54,56,43,53,58,49,13,13,6
ST:Kikas,20,5,80,3,76,68,76,68,59,49,12,22,34,32,43,12,14,16,61,55,58
Medio:Jonatan Lucca,25,6,75,5,58,69,56,81,78,68,82,6,33,13,41,32,35,42,11,7,11
Medio:André Sousa,28,7,71,2,68,80,66,72,75,75,70,7,31,15,36,9,11,11,57,54,51
Medio:Benny,22,8,78,3,75,58,54,65,50,51,35,29,30,34,45,16,12,10,12,13,11
Medio:M. Ljujić,25,9,72,2,61,73,70,65,72,34,67,48,48,38,56,36,49,48,7,5,8
Guarda-Redes:H. Koffi,22,10,80,1,50,68,24,65,7,30,14,26,58,59,58,49,52,50,5,10,6
